ingrediente
coconut oil
jojoba oil
sweet almond oil
shea butter
cocoa butter
aloe vera
chamomile
calendula
vitamin e
hyaluronic acid
aqua
sodium coco-sulfate
cocamidopropyl betaine
lauryl glucoside
decyl glucoside
maris sal
citric acid
glycerin
glyceryl undecylenate
levulinic acid
pca glyceryl oleate
sodium levulinate
guar hydroxypropyltrimonium chloride
lactic acid
dicaprylyl carbonate
dibutyl adipate
diethylamino hydroxybenzoyl hexyl benzoate
ethylhexyl triazone
triheptanoin
bis-ethylhexyloxyphenol methoxyphenyl triazine
decyl cocoate
behenyl alcohol
sodium stearoyl lactylate
phenylbenzimidazole sulfonic acid
tocopheryl acetate
triethyl citrate
glyceryl caprylate
sclerotium gum
xanthan gum
acacia senegal gum
sodium hydroxide
cocos nucifera fruit extract
potassium cetyl phosphate
sodium phytate
benzoic acid
polyglyceryl-10 pentastearate
caprylyl/capryl glucoside
chamomilla recutita flower extract
sodium lauroyl sarcosinate
phenoxyethanol
potassium sorbate
sodium benzoate
anthemis nobilis flower oil
citrus aurantium dulcis peel oil
limonene
chamomilla recutita extract
cetearyl alcohol
linum usitatissimum seed oil
cetearyl glucoside
borago officinalis seed oil
hydrogenated ethylhexyl olivate
hydrogenated olive oil unsaponifiables
cupressus sempervirens fruit extract
camellia sinensis leaf extract
aesculus hippocastanum seed extract
parfum
tocopherol
water
corchorus olitorius leaf extract
coco-glucoside
